Päivämäärä;Auroransilta;Eteläesplanadi;Huopalahti (asema);Kaisaniemi/Eläintarhanlahti;Kaivokatu;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Käpylä - Pohjoisbaana;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto/Ooppera;Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Viikintie;Baana
to 21 maalis 2019 23:00;0;4;1;4;5;0;2;3;2;3;5;4;2;4;5;9;;5;1;6
pe 22 maalis 2019 00:00;1;2;2;2;1;0;1;2;2;5;0;0;0;4;1;0;;2;0;2
pe 22 maalis 2019 01:00;0;0;1;1;2;0;0;2;0;1;0;0;0;2;3;1;;0;0;1
pe 22 maalis 2019 02:00;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;1;;0;0;0
pe 22 maalis 2019 03:00;0;0;3;0;0;0;0;0;2;0;0;0;0;3;0;0;;2;2;0
pe 22 maalis 2019 04:00;1;0;4;1;2;1;3;0;4;1;1;2;0;0;1;1;;2;3;2
pe 22 maalis 2019 05:00;1;1;14;5;1;1;5;3;8;5;2;2;4;4;3;1;;10;3;8
pe 22 maalis 2019 06:00;16;3;39;12;17;6;25;20;39;53;26;28;15;25;14;3;;60;21;38
pe 22 maalis 2019 07:00;56;14;106;54;73;20;85;71;84;132;77;100;28;76;41;8;;141;40;115
pe 22 maalis 2019 08:00;87;50;74;76;113;19;78;104;82;231;100;140;27;141;78;24;;136;41;202
pe 22 maalis 2019 09:00;30;31;30;46;82;10;48;45;32;129;65;70;19;88;59;22;;51;17;119
pe 22 maalis 2019 10:00;10;19;21;12;46;2;14;15;14;45;19;18;16;64;41;26;;28;11;47
pe 22 maalis 2019 11:00;7;24;9;21;58;5;26;17;15;71;29;17;8;40;33;30;;28;11;47
pe 22 maalis 2019 12:00;8;30;25;20;73;6;16;20;9;52;31;25;14;59;47;29;;19;19;53
pe 22 maalis 2019 13:00;16;18;16;21;73;6;16;20;21;59;30;30;23;49;59;40;;32;18;55
pe 22 maalis 2019 14:00;13;18;41;27;80;6;27;30;43;81;39;32;21;55;40;32;;53;21;75
pe 22 maalis 2019 15:00;41;33;62;53;120;15;51;72;52;125;80;62;32;94;90;53;;87;35;125
pe 22 maalis 2019 16:00;71;49;99;57;141;14;88;90;77;209;122;113;50;121;98;45;;111;31;174
pe 22 maalis 2019 17:00;45;42;91;59;97;23;44;65;58;179;85;103;32;123;77;46;;85;41;161
pe 22 maalis 2019 18:00;18;28;28;30;64;6;49;35;42;124;55;42;17;78;57;33;;45;32;76
pe 22 maalis 2019 19:00;15;10;9;16;44;6;18;10;15;58;32;28;13;40;29;17;;24;11;43
pe 22 maalis 2019 20:00;10;13;15;5;32;4;17;5;13;60;26;16;7;33;35;19;;27;5;34
pe 22 maalis 2019 21:00;10;6;11;6;22;2;10;6;8;38;15;13;3;40;21;11;;17;5;27
pe 22 maalis 2019 22:00;1;3;2;7;15;1;6;2;8;27;6;7;2;20;11;3;;7;4;21
pe 22 maalis 2019 23:00;3;2;4;8;16;2;4;6;2;4;9;8;1;12;13;9;;4;3;13
la 23 maalis 2019 00:00;1;2;1;1;7;1;1;2;2;8;3;1;0;9;9;4;;5;0;7
la 23 maalis 2019 01:00;0;1;4;1;4;1;3;2;0;4;2;1;0;0;2;4;;4;0;2
la 23 maalis 2019 02:00;1;1;5;1;7;1;2;0;0;8;2;1;0;3;5;6;;2;0;5
la 23 maalis 2019 03:00;1;0;0;3;3;0;1;0;0;3;1;2;0;2;5;3;;0;0;6
la 23 maalis 2019 04:00;0;0;2;1;2;0;0;0;0;2;0;0;0;2;3;2;;2;9;1
la 23 maalis 2019 05:00;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;3;;2;5;0
la 23 maalis 2019 06:00;2;0;9;1;6;0;5;1;5;9;1;5;3;1;2;3;;7;1;1
la 23 maalis 2019 07:00;2;2;6;0;5;0;4;4;8;10;7;7;4;11;3;5;;13;1;9
la 23 maalis 2019 08:00;10;4;6;9;8;2;3;11;4;17;12;16;6;11;10;9;;12;5;15
la 23 maalis 2019 09:00;5;9;21;7;29;1;11;10;11;49;14;15;7;26;18;16;;15;13;36
la 23 maalis 2019 10:00;13;9;11;13;20;4;11;8;5;53;12;18;18;31;24;10;;12;7;25
la 23 maalis 2019 11:00;13;17;18;12;38;7;14;3;14;73;15;14;15;28;27;29;;23;18;40
la 23 maalis 2019 12:00;7;16;11;16;35;4;16;7;12;54;22;20;14;34;32;23;;15;8;36
la 23 maalis 2019 13:00;5;8;8;11;24;7;10;11;11;38;17;18;17;18;28;12;;18;13;21
la 23 maalis 2019 14:00;6;10;13;10;33;8;4;9;16;28;11;10;12;29;20;21;;13;10;30
la 23 maalis 2019 15:00;5;7;8;7;23;1;21;5;6;38;16;13;9;25;20;21;;22;5;28
la 23 maalis 2019 16:00;5;9;16;19;27;4;11;10;10;27;15;15;3;36;22;32;;21;9;33
la 23 maalis 2019 17:00;6;6;18;6;38;1;8;7;6;35;18;10;2;26;21;17;;8;6;31
la 23 maalis 2019 18:00;6;11;6;7;41;6;15;4;5;36;7;14;7;23;18;23;;5;8;26
la 23 maalis 2019 19:00;1;6;9;8;30;1;13;3;5;22;17;9;7;17;12;8;;9;4;21
la 23 maalis 2019 20:00;5;1;5;9;16;0;3;4;6;14;8;9;1;17;10;4;;13;4;15
la 23 maalis 2019 21:00;3;2;4;2;10;3;6;2;1;8;6;3;4;18;7;4;;3;7;10
la 23 maalis 2019 22:00;0;8;4;3;11;0;4;2;3;11;6;5;4;9;13;9;;3;3;13
la 23 maalis 2019 23:00;1;0;0;2;10;0;6;1;2;11;3;1;1;10;8;3;;3;4;8
su 24 maalis 2019 00:00;0;0;2;3;5;1;3;0;3;6;2;3;3;3;3;3;;3;4;2
su 24 maalis 2019 01:00;0;1;2;2;8;1;8;1;1;9;1;0;0;2;2;4;;2;9;0
su 24 maalis 2019 02:00;0;0;0;0;3;0;2;0;0;1;0;1;0;3;3;2;;1;5;2
su 24 maalis 2019 03:00;0;1;0;2;7;1;3;0;1;3;1;1;0;1;2;5;;1;0;3
su 24 maalis 2019 04:00;0;0;3;0;0;2;2;3;1;5;0;0;0;0;1;1;;2;0;2
su 24 maalis 2019 05:00;0;0;1;1;0;0;3;0;0;1;1;2;1;1;2;2;;0;0;1
su 24 maalis 2019 06:00;0;0;3;2;5;0;5;3;6;7;2;3;5;1;1;3;;6;1;5
su 24 maalis 2019 07:00;2;0;2;0;2;1;4;3;5;5;4;6;0;7;5;0;;5;3;4
su 24 maalis 2019 08:00;6;1;4;3;3;1;1;5;2;15;9;11;2;12;5;3;;11;2;13
su 24 maalis 2019 09:00;9;5;20;6;17;4;14;15;13;47;20;20;12;20;15;9;;14;16;27
su 24 maalis 2019 10:00;20;10;18;17;18;6;23;22;21;73;36;31;14;50;26;16;;27;24;45
su 24 maalis 2019 11:00;16;16;19;25;41;8;41;34;21;110;61;38;15;79;21;35;;28;37;77
su 24 maalis 2019 12:00;32;21;33;27;54;6;56;58;25;129;64;38;31;97;37;29;;25;36;84
su 24 maalis 2019 13:00;27;22;22;36;70;4;57;48;33;131;58;50;28;104;36;24;;37;42;85
su 24 maalis 2019 14:00;28;16;29;36;78;3;57;42;27;131;76;49;31;91;39;44;;31;33;83
su 24 maalis 2019 15:00;16;20;31;25;74;5;43;33;30;114;82;48;32;84;62;27;;32;25;90
su 24 maalis 2019 16:00;13;21;32;33;66;9;36;26;22;119;67;30;21;76;54;31;;26;36;78
su 24 maalis 2019 17:00;18;28;25;34;75;4;35;45;36;94;66;34;14;66;34;31;;30;33;61
su 24 maalis 2019 18:00;14;16;23;17;56;7;29;15;16;87;51;35;26;54;38;17;;20;13;67
su 24 maalis 2019 19:00;8;6;10;15;21;2;26;6;5;27;29;28;12;23;13;19;;8;9;25
su 24 maalis 2019 20:00;3;4;6;7;23;1;9;9;9;31;21;13;10;27;7;11;;11;2;25
su 24 maalis 2019 21:00;1;4;7;4;12;1;10;5;8;22;13;11;8;13;6;5;;23;1;19
su 24 maalis 2019 22:00;1;2;4;8;7;1;2;2;1;7;2;3;5;10;5;10;;5;4;11
su 24 maalis 2019 23:00;1;1;2;1;3;0;2;0;0;6;0;1;1;5;6;1;;2;0;4
ma 25 maalis 2019 00:00;1;0;0;7;3;0;2;0;2;4;1;0;0;4;3;0;;2;2;0
ma 25 maalis 2019 01:00;0;0;0;0;2;0;0;1;1;0;0;0;0;3;1;1;;2;0;0
ma 25 maalis 2019 02:00;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;0;0;1
ma 25 maalis 2019 03:00;0;0;0;0;1;0;3;0;1;1;0;0;0;3;0;1;;1;0;0
ma 25 maalis 2019 04:00;0;0;2;2;1;3;6;4;3;5;1;0;1;1;3;2;;0;;4
ma 25 maalis 2019 05:00;1;3;17;3;6;3;3;4;10;8;3;3;2;5;7;4;;15;;9
ma 25 maalis 2019 06:00;16;9;51;22;24;8;41;35;49;71;46;41;16;32;19;10;;64;;63
ma 25 maalis 2019 07:00;71;28;128;61;108;42;92;128;124;214;122;141;44;91;71;19;;164;;162
ma 25 maalis 2019 08:00;122;56;152;128;166;30;122;174;137;337;140;192;45;207;119;31;;234;;293
ma 25 maalis 2019 09:00;52;44;47;69;127;13;56;50;42;163;63;72;28;150;86;28;;78;;142
ma 25 maalis 2019 10:00;7;16;19;24;48;5;29;18;22;74;25;25;15;54;33;15;;34;;41
ma 25 maalis 2019 11:00;12;28;18;18;65;8;23;28;19;66;26;26;16;44;37;33;;37;;53
ma 25 maalis 2019 12:00;12;20;16;29;49;4;30;17;25;49;24;18;16;51;36;31;;36;;48
ma 25 maalis 2019 13:00;11;23;11;32;50;7;14;15;14;46;17;19;18;31;34;19;;32;;53
ma 25 maalis 2019 14:00;15;18;32;28;66;5;25;17;26;61;35;23;14;49;53;35;;39;;55
ma 25 maalis 2019 15:00;43;45;74;62;102;22;63;71;53;130;90;71;35;103;80;39;;101;;134
ma 25 maalis 2019 16:00;77;78;146;109;163;41;103;123;127;265;130;161;64;182;129;57;;184;;259
ma 25 maalis 2019 17:00;77;56;98;99;147;41;80;117;106;251;116;135;50;172;119;57;;143;;214
ma 25 maalis 2019 18:00;34;34;61;43;101;17;50;53;52;160;84;85;29;139;74;29;;74;;131
ma 25 maalis 2019 19:00;15;36;28;19;64;10;35;22;31;106;51;49;22;60;43;17;;43;;71
ma 25 maalis 2019 20:00;12;16;15;15;38;8;20;7;23;80;30;37;9;46;26;13;;38;;46
ma 25 maalis 2019 21:00;8;12;9;12;20;6;15;8;22;45;22;21;8;23;14;9;;32;;37
ma 25 maalis 2019 22:00;4;3;7;5;11;2;1;3;1;13;4;5;3;12;6;4;;10;;19
ma 25 maalis 2019 23:00;2;0;1;2;3;1;1;2;0;9;0;3;0;4;3;3;;5;;6
ti 26 maalis 2019 00:00;1;0;2;1;1;1;1;3;1;1;0;2;0;3;3;1;;2;;5
ti 26 maalis 2019 01:00;0;0;0;1;3;0;1;2;0;1;0;1;1;1;0;2;;1;;0
ti 26 maalis 2019 02:00;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;;0;;4
ti 26 maalis 2019 03:00;0;0;1;0;0;0;1;0;1;0;0;0;0;2;0;0;;1;;1
ti 26 maalis 2019 04:00;0;2;3;2;2;3;3;1;2;1;0;0;2;1;1;1;;2;;3
ti 26 maalis 2019 05:00;1;0;14;2;5;1;4;5;11;15;5;4;3;5;4;5;;14;;13
ti 26 maalis 2019 06:00;24;13;47;22;30;15;43;32;41;67;36;35;13;31;19;10;;74;;59
ti 26 maalis 2019 07:00;69;27;139;56;93;22;107;104;123;207;119;129;45;113;62;12;;185;;167
ti 26 maalis 2019 08:00;117;65;138;121;138;30;106;141;115;318;141;189;49;198;103;46;;197;;279
ti 26 maalis 2019 09:00;42;42;35;65;88;5;49;51;34;166;66;74;12;125;70;32;;67;;141
ti 26 maalis 2019 10:00;17;20;25;35;67;2;32;26;23;82;17;35;18;77;61;20;;35;;76
ti 26 maalis 2019 11:00;8;20;13;26;57;8;33;16;14;75;28;23;9;45;38;34;;21;;60
ti 26 maalis 2019 12:00;18;27;25;35;69;3;29;19;15;67;30;24;15;54;51;41;;29;;69
ti 26 maalis 2019 13:00;11;26;24;30;70;8;22;20;23;66;36;29;25;49;44;30;;39;;61
ti 26 maalis 2019 14:00;19;20;32;40;71;9;32;32;25;66;31;34;22;56;62;41;;47;;74
ti 26 maalis 2019 15:00;43;45;69;49;88;23;68;65;44;146;100;80;41;96;93;36;;94;;128
ti 26 maalis 2019 16:00;97;79;144;115;196;38;117;115;107;261;139;136;62;175;148;52;;169;;258
ti 26 maalis 2019 17:00;77;58;110;80;156;23;73;123;89;245;129;139;39;176;117;56;;139;;208
ti 26 maalis 2019 18:00;38;53;61;52;109;22;52;55;72;169;73;89;24;131;77;48;;90;;138
ti 26 maalis 2019 19:00;12;34;27;27;66;11;41;23;49;88;46;50;22;73;56;33;;55;;97
ti 26 maalis 2019 20:00;14;12;20;21;43;5;23;15;20;70;39;43;15;49;28;21;;26;;46
ti 26 maalis 2019 21:00;2;18;29;15;29;4;17;5;12;50;17;15;7;29;29;18;;30;;45
ti 26 maalis 2019 22:00;6;2;12;5;17;1;8;5;5;16;14;11;5;13;10;7;;14;;16
ti 26 maalis 2019 23:00;0;5;5;3;4;2;3;2;1;10;5;2;1;9;2;4;;5;;9
ke 27 maalis 2019 00:00;0;1;2;0;6;0;3;1;0;5;1;0;1;4;3;5;;2;;2
ke 27 maalis 2019 01:00;0;0;0;1;1;0;0;0;0;6;0;0;1;2;2;0;;2;;1
ke 27 maalis 2019 02:00;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;;0;;0
ke 27 maalis 2019 03:00;0;1;0;0;0;1;2;1;2;1;0;0;0;0;1;0;;0;;0
ke 27 maalis 2019 04:00;0;0;2;0;1;0;3;0;1;1;0;1;3;1;0;1;;2;;2
ke 27 maalis 2019 05:00;1;3;10;6;4;4;3;4;10;13;8;4;1;5;3;2;;11;;9
ke 27 maalis 2019 06:00;12;9;56;19;26;9;41;34;41;65;39;42;10;22;24;7;;59;;59
ke 27 maalis 2019 07:00;76;33;143;62;84;26;96;99;119;192;106;123;47;111;65;24;;168;;179
ke 27 maalis 2019 08:00;113;61;92;107;159;31;113;137;102;295;152;180;37;212;119;43;;183;;268
ke 27 maalis 2019 09:00;50;56;56;66;99;10;57;59;45;180;55;70;16;140;82;50;;89;;169
ke 27 maalis 2019 10:00;15;19;27;34;67;3;30;22;13;55;40;39;16;60;42;32;;43;;62
ke 27 maalis 2019 11:00;14;26;18;33;72;4;24;23;14;67;27;23;11;50;44;31;;41;;56
ke 27 maalis 2019 12:00;14;16;17;34;70;12;28;22;28;53;38;27;11;70;65;33;;31;;57
ke 27 maalis 2019 13:00;25;19;24;30;69;1;20;22;21;72;36;23;14;55;50;38;;31;;52
ke 27 maalis 2019 14:00;14;31;42;29;76;9;38;12;19;70;33;23;18;60;58;34;;38;;67
ke 27 maalis 2019 15:00;41;41;79;80;119;15;72;64;64;134;84;71;36;127;91;51;;107;;138
ke 27 maalis 2019 16:00;104;83;146;108;161;36;100;112;113;257;133;136;52;160;137;69;;165;;234
ke 27 maalis 2019 17:00;61;72;95;85;137;20;91;100;100;236;110;129;48;172;96;54;;137;;232
ke 27 maalis 2019 18:00;31;45;54;56;116;19;52;42;38;174;69;69;29;105;89;52;;70;;132
ke 27 maalis 2019 19:00;21;24;27;37;70;8;24;24;28;92;47;43;21;65;57;34;;51;;90
ke 27 maalis 2019 20:00;17;18;20;20;61;8;10;8;17;54;29;27;15;57;44;23;;26;;51
ke 27 maalis 2019 21:00;7;19;20;18;19;0;25;13;15;53;24;24;6;25;28;17;;29;;43
ke 27 maalis 2019 22:00;4;11;8;9;26;2;6;5;6;22;11;13;1;16;10;9;;15;;19
ke 27 maalis 2019 23:00;1;2;6;2;6;0;2;7;3;7;4;6;3;8;5;8;;6;;6
to 28 maalis 2019 00:00;2;2;4;2;3;1;0;2;3;7;2;3;0;4;3;1;;3;;1
to 28 maalis 2019 01:00;0;2;0;0;2;0;0;0;0;0;1;0;2;3;0;1;;1;;1
to 28 maalis 2019 02:00;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;;0;;0
to 28 maalis 2019 03:00;0;0;0;1;0;0;3;1;1;2;1;0;0;0;0;0;;1;;0
to 28 maalis 2019 04:00;0;0;6;3;3;2;3;0;4;3;0;2;0;2;2;4;;3;;4
to 28 maalis 2019 05:00;1;0;15;8;5;3;6;4;12;10;4;4;0;5;5;2;;16;;16
to 28 maalis 2019 06:00;19;13;55;20;31;11;43;35;42;71;36;31;11;33;21;6;;62;;49
to 28 maalis 2019 07:00;71;31;132;65;80;25;100;109;128;247;126;134;41;111;70;18;;158;;181
to 28 maalis 2019 08:00;119;70;145;131;158;28;137;136;119;343;124;181;35;197;103;45;;223;;266
to 28 maalis 2019 09:00;50;52;43;71;112;19;61;56;46;152;64;69;25;140;89;34;;75;;162
to 28 maalis 2019 10:00;19;32;21;30;74;7;18;15;25;74;51;28;19;69;45;43;;43;;64
to 28 maalis 2019 11:00;15;38;23;44;71;6;34;23;32;79;38;31;9;53;48;45;;38;;66
to 28 maalis 2019 12:00;16;26;21;25;73;7;35;24;15;101;45;35;15;67;54;46;;35;;75
to 28 maalis 2019 13:00;25;26;22;31;92;6;28;23;23;67;40;35;21;55;47;38;;37;;64
to 28 maalis 2019 14:00;22;30;36;43;83;12;45;23;30;90;46;44;34;86;71;55;;47;;89
to 28 maalis 2019 15:00;47;56;83;66;130;18;63;73;84;172;103;78;34;128;81;49;;127;;157
to 28 maalis 2019 16:00;76;73;138;98;189;36;124;124;117;276;149;143;63;197;164;63;;171;;246
to 28 maalis 2019 17:00;74;65;118;98;169;32;89;111;84;258;123;136;38;193;118;42;;125;;249
to 28 maalis 2019 18:00;37;53;56;70;114;20;61;70;58;191;86;87;24;112;94;53;;90;;130
to 28 maalis 2019 19:00;19;37;26;29;85;15;37;22;35;126;72;63;22;86;63;34;;44;;79
to 28 maalis 2019 20:00;21;19;24;37;52;6;19;16;30;75;42;45;18;54;40;21;;43;;61
to 28 maalis 2019 21:00;8;16;23;14;42;2;20;11;11;39;30;16;6;32;36;26;;30;;41
to 28 maalis 2019 22:00;4;10;3;5;18;3;13;4;3;29;14;11;4;10;12;9;;11;;27
to 28 maalis 2019 23:00;1;3;3;3;9;0;4;1;4;9;2;5;3;8;8;3;;6;;8
pe 29 maalis 2019 00:00;0;4;2;1;8;1;1;1;2;4;0;1;1;4;7;1;;3;;3
pe 29 maalis 2019 01:00;0;1;1;2;5;0;3;0;1;0;0;1;0;2;4;2;;1;;2
pe 29 maalis 2019 02:00;0;1;2;2;1;0;3;0;0;0;0;0;1;1;3;0;;1;;0
pe 29 maalis 2019 03:00;0;0;0;0;3;0;0;1;1;0;1;0;0;1;0;1;;0;;0
pe 29 maalis 2019 04:00;1;0;3;2;5;1;3;2;1;3;0;1;0;2;1;4;;3;;6
pe 29 maalis 2019 05:00;1;0;13;9;5;3;6;2;10;4;3;5;0;4;4;2;;17;;12
pe 29 maalis 2019 06:00;23;9;45;22;22;13;39;51;50;61;33;32;14;36;19;5;;79;;57
pe 29 maalis 2019 07:00;65;33;135;56;77;32;109;118;116;196;118;137;50;108;67;17;;167;;152
pe 29 maalis 2019 08:00;117;56;108;119;145;29;127;135;135;289;136;160;42;228;114;37;;218;;281
pe 29 maalis 2019 09:00;49;40;41;66;131;20;61;57;41;185;68;82;16;136;82;38;;80;;151
pe 29 maalis 2019 10:00;20;32;26;37;83;8;33;29;25;84;32;29;16;77;44;44;;41;;79
pe 29 maalis 2019 11:00;19;37;27;34;97;14;47;35;21;112;58;43;16;92;68;38;;37;;80
pe 29 maalis 2019 12:00;25;36;31;34;118;13;44;30;34;127;54;39;27;94;77;41;;47;;75
pe 29 maalis 2019 13:00;34;49;27;54;96;12;36;37;21;103;69;32;29;82;76;46;;47;;82
pe 29 maalis 2019 14:00;29;24;54;52;97;13;57;50;44;119;65;53;40;77;73;61;;58;;107
pe 29 maalis 2019 15:00;55;50;90;99;157;26;91;90;98;197;116;99;57;162;106;61;;149;;189
pe 29 maalis 2019 16:00;99;72;131;102;180;29;120;144;109;279;166;155;58;227;144;61;;173;;258
pe 29 maalis 2019 17:00;59;50;83;70;163;21;100;90;80;213;123;135;37;174;112;67;;115;;180
pe 29 maalis 2019 18:00;32;46;48;48;130;10;69;53;46;170;89;69;24;111;84;48;;79;;124
pe 29 maalis 2019 19:00;21;29;28;32;66;2;46;24;31;104;46;43;24;79;62;35;;39;;64
pe 29 maalis 2019 20:00;8;27;21;27;50;3;20;9;13;56;32;28;13;43;34;33;;25;;54
pe 29 maalis 2019 21:00;9;10;11;15;36;3;22;3;8;60;30;25;12;36;32;25;;23;;50
pe 29 maalis 2019 22:00;3;16;10;13;36;6;11;8;9;24;9;15;5;26;21;22;;12;;11
pe 29 maalis 2019 23:00;3;10;4;6;34;3;11;0;5;21;6;8;4;20;13;10;;6;;26
la 30 maalis 2019 00:00;3;4;3;8;12;0;7;2;3;9;3;4;2;18;12;8;;5;;11
la 30 maalis 2019 01:00;0;1;2;4;13;2;6;2;2;4;2;1;1;4;6;9;;3;;8
la 30 maalis 2019 02:00;3;0;0;3;5;0;3;1;0;3;1;3;0;6;7;9;;1;;3
la 30 maalis 2019 03:00;1;1;0;1;2;3;2;0;0;3;0;2;0;2;3;5;;0;;1
la 30 maalis 2019 04:00;0;0;2;1;6;1;2;1;1;2;3;0;1;1;7;3;;3;;4
la 30 maalis 2019 05:00;0;0;1;0;1;0;3;0;1;3;0;1;2;3;0;5;;3;;0
la 30 maalis 2019 06:00;2;3;3;8;1;1;7;5;7;10;9;6;9;9;9;3;;10;;6
la 30 maalis 2019 07:00;3;3;8;1;8;1;6;2;6;10;8;7;7;8;6;1;;10;;5
la 30 maalis 2019 08:00;32;3;18;14;12;1;14;25;14;44;19;17;7;21;15;7;;15;;25
la 30 maalis 2019 09:00;29;15;24;17;52;11;30;21;19;93;44;25;12;64;33;21;;32;;64
la 30 maalis 2019 10:00;56;17;30;16;47;10;46;28;21;113;44;28;18;82;40;26;;37;;74
la 30 maalis 2019 11:00;27;25;39;32;95;12;44;48;25;172;67;45;27;76;62;53;;52;;83
la 30 maalis 2019 12:00;28;27;32;45;89;20;72;52;51;173;101;44;25;109;72;57;;60;;111
la 30 maalis 2019 13:00;40;22;27;51;127;11;63;70;35;179;95;57;18;126;58;66;;46;;115
la 30 maalis 2019 14:00;26;36;39;58;118;14;59;27;35;130;79;50;30;109;85;59;;37;;96
la 30 maalis 2019 15:00;24;28;33;49;93;17;87;52;46;144;72;45;23;88;60;58;;55;;101
la 30 maalis 2019 16:00;33;26;31;35;77;11;48;52;48;104;77;50;36;80;61;48;;60;;82
la 30 maalis 2019 17:00;17;30;19;41;79;7;52;32;34;110;49;37;26;85;58;52;;45;;90
la 30 maalis 2019 18:00;10;18;21;19;59;8;37;29;42;88;50;28;12;55;40;40;;18;;67
la 30 maalis 2019 19:00;5;13;26;26;41;4;20;18;16;60;36;18;8;47;34;24;;32;;42
la 30 maalis 2019 20:00;9;12;10;23;31;1;16;8;11;27;20;20;14;35;24;15;;13;;23
la 30 maalis 2019 21:00;3;13;7;10;15;4;10;11;10;22;16;13;5;21;23;16;;16;;17
la 30 maalis 2019 22:00;4;11;6;10;14;5;11;1;4;24;5;7;6;13;11;8;;10;;26
la 30 maalis 2019 23:00;1;5;1;7;14;2;3;6;5;13;3;4;3;15;5;12;;8;;6
su 31 maalis 2019 00:00;1;5;7;3;13;2;8;1;1;12;1;1;1;11;9;10;;3;;13
su 31 maalis 2019 01:00;1;1;1;6;4;0;5;3;1;8;0;1;1;2;3;3;;2;;2
su 31 maalis 2019 02:00;0;1;0;0;2;0;4;0;1;3;0;2;1;2;2;3;;1;;0
su 31 maalis 2019 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;3
su 31 maalis 2019 04:00;5;4;1;0;7;1;5;0;0;9;2;1;0;5;5;4;;1;;5
su 31 maalis 2019 05:00;0;0;3;2;2;0;2;0;0;6;0;0;0;0;1;2;;0;;0
su 31 maalis 2019 06:00;3;1;4;1;1;0;4;1;2;7;4;3;2;0;7;2;;4;;5
su 31 maalis 2019 07:00;4;2;5;6;2;1;5;6;2;7;6;8;5;7;2;5;;8;;5
su 31 maalis 2019 08:00;2;0;4;1;7;3;9;5;5;8;15;6;4;16;2;3;;5;;6
su 31 maalis 2019 09:00;2;3;6;6;23;1;6;7;5;33;14;6;7;17;14;4;;10;;11
su 31 maalis 2019 10:00;11;6;8;6;14;0;11;14;11;48;16;19;12;22;14;12;;16;;26
su 31 maalis 2019 11:00;9;21;9;20;33;5;19;20;15;68;39;19;17;35;19;16;;16;;41
su 31 maalis 2019 12:00;25;17;20;18;42;8;27;19;15;72;39;22;23;61;37;31;;33;;55
su 31 maalis 2019 13:00;9;15;20;21;66;3;16;28;15;81;47;34;30;68;34;25;;28;;60
su 31 maalis 2019 14:00;21;18;11;24;54;1;20;27;14;63;39;31;14;57;47;30;;23;;50
su 31 maalis 2019 15:00;14;19;15;25;56;4;18;16;13;52;25;20;15;42;32;27;;23;;44
su 31 maalis 2019 16:00;11;14;17;26;52;4;22;24;18;63;33;25;7;48;48;28;;21;;60
su 31 maalis 2019 17:00;28;22;31;34;53;6;17;31;11;86;65;26;28;58;42;31;;27;;62
su 31 maalis 2019 18:00;29;30;23;26;60;2;23;36;18;98;59;32;19;84;37;31;;25;;85
su 31 maalis 2019 19:00;21;19;19;28;46;7;21;38;13;74;73;25;21;49;32;18;;24;;57
su 31 maalis 2019 20:00;9;15;11;14;27;5;22;7;20;63;38;26;11;41;24;18;;16;;46
su 31 maalis 2019 21:00;3;6;7;5;17;5;10;7;4;20;16;17;19;19;10;15;;10;;23
su 31 maalis 2019 22:00;4;2;2;11;11;1;3;3;2;13;8;4;3;13;5;4;;11;;12
su 31 maalis 2019 23:00;3;1;1;0;8;1;1;0;0;4;2;2;0;5;3;4;;3;;3
ma 1 huhti 2019 00:00;0;0;0;2;7;0;1;1;1;2;1;1;0;4;4;4;;2;;3
ma 1 huhti 2019 01:00;0;0;1;0;0;0;4;1;0;2;1;1;0;2;3;1;;1;;2
ma 1 huhti 2019 02:00;0;0;0;0;1;0;1;0;0;1;0;1;0;0;2;1;;0;;0
ma 1 huhti 2019 03:00;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;;0;;0
ma 1 huhti 2019 04:00;0;0;4;1;1;2;4;0;0;0;0;0;1;0;1;3;;3;;1
ma 1 huhti 2019 05:00;1;5;18;8;6;5;9;4;15;20;6;5;1;0;4;7;;19;;12
ma 1 huhti 2019 06:00;17;6;57;25;30;13;38;25;46;66;48;39;13;37;32;10;;82;;62
ma 1 huhti 2019 07:00;95;34;160;83;84;36;125;129;157;257;156;142;50;123;62;26;;227;;177
ma 1 huhti 2019 08:00;182;94;187;166;213;56;146;201;183;474;185;220;69;279;143;44;;293;;365
ma 1 huhti 2019 09:00;81;78;72;93;162;15;73;91;46;272;109;101;25;194;135;41;;105;;256
ma 1 huhti 2019 10:00;33;41;30;36;84;8;25;38;32;104;51;38;13;96;59;37;;50;;105
ma 1 huhti 2019 11:00;24;40;25;43;98;5;29;27;31;86;50;27;18;78;48;41;;55;;65
ma 1 huhti 2019 12:00;19;37;30;35;106;7;33;28;26;77;51;28;28;65;73;56;;40;;84
ma 1 huhti 2019 13:00;26;42;32;43;106;7;37;27;27;97;64;29;19;65;75;46;;44;;80
